"pid"|"old_size"|"new_size"
21238|"44,5"|"M"
21239|"140"|"M"
21245|"42,5"|"M"
21245|"45,5"|"L"
21248|"39"|"S"
21248|"40"|"S"
21248|"42"|"M"
21248|"42,5"|"M"
21248|"43"|"M"
21248|"44"|"M"
21248|"44,5"|"M"
21248|"45"|"M"
21248|"45,5"|"L"
21248|"46"|"L"
21250|"38,5"|"M"
21250|"39"|"M"
21252|"46"|"L"
21257|"41 1/3"|"S"
21257|"43 1/3"|"M"
21257|"44"|"M"
21257|"45 1/3"|"L"
21257|"47 1/3"|"XXL"
21258|"M"|"M"
21262|"42"|"M"
21262|"45,5"|"L"
21263|"2XL"|"XXL"
21263|"L"|"L"
21263|"M"|"M"
21264|"39"|"S"
21264|"40,5"|"S"
21264|"41"|"S"
21264|"42"|"M"
21264|"42,5"|"M"
21264|"43"|"M"
21264|"44"|"M"
21264|"44,5"|"M"
21264|"45"|"M"
21264|"45,5"|"L"
21264|"46"|"L"
21264|"47,5"|"XXL"
21265|"40"|"S"
21265|"40,5"|"S"
21265|"41"|"S"
21265|"42"|"M"
21265|"44"|"M"
21265|"44,5"|"M"
21265|"45"|"M"
21265|"46"|"L"
21266|"L"|"L"
21266|"M"|"M"
21266|"XL"|"XL"
21270|"2XL"|"XXL"
21270|"L"|"L"
21270|"M"|"M"
21270|"S"|"S"
21270|"XL"|"XL"
21275|"L"|"L"
21275|"XL"|"XL"
21281|"L"|"L"
21281|"M"|"M"
21282|"2XL"|"XXL"
21282|"L"|"L"
21282|"M"|"M"
21282|"S"|"S"
21282|"XL"|"XL"
21282|"XS"|"XS"
21284|"L"|"L"
21284|"M"|"M"
21284|"S"|"S"
21288|"S"|"S"
21289|"140"|"M"
21289|"152"|"L"
21289|"164"|"XL"
21290|"40 2/3"|"S"
21290|"41 1/3"|"S"
21291|"L ( 42-46 )"|"L"
21291|"S ( 34-38 )"|"S"
21293|"M"|"M"
21294|"XS ( 116-128 )"|"XS"
21296|"M"|"M"
21299|"42"|"M"
21300|"44 2/3"|"M"
21306|"36"|"XS"
21306|"36,5"|"M"
21306|"38"|"XS"
21307|"M"|"M"
21308|"39"|"S"
21308|"40"|"S"
21308|"40,5"|"S"
21308|"41"|"S"
21308|"42"|"M"
21308|"42,5"|"M"
21308|"43"|"M"
21308|"44"|"M"
21308|"44,5"|"M"
21308|"45"|"M"
21308|"45,5"|"L"
21308|"46"|"L"
21308|"47"|"XL"
21308|"47,5"|"XXL"
21313|"M"|"M"
21317|"2XL"|"XXL"
21317|"L"|"L"
21317|"M"|"M"
21317|"XL"|"XL"
21326|"L"|"L"
21326|"M"|"M"
21332|"39"|"S"
21332|"47"|"XL"
21334|"L"|"L"
21337|"2XL"|"XXL"
21337|"L"|"L"
21337|"M"|"M"
21337|"S"|"S"
21337|"XL"|"XL"
21339|"L ( 152-158 )"|"L"
21339|"XL ( 158-170 )"|"XL"
21343|"M"|"M"
21345|"43 1/3"|"M"
21350|"XL"|"XL"
21352|"40,5"|"S"
21352|"41"|"S"
21352|"46"|"L"
21352|"47"|"XL"
21353|"128"|"S"
21353|"140"|"M"
21353|"152"|"L"
21353|"164"|"XL"
21357|"40,5"|"S"
21357|"41"|"S"
21357|"43"|"M"
21357|"44"|"M"
21357|"45"|"M"
21362|"L"|"L"
21362|"M"|"M"
21364|"XL ( 158-170 )"|"XL"
21368|"M"|"M"
21369|"39"|"S"
21369|"40,5"|"S"
21369|"41"|"S"
21369|"42,5"|"M"
21369|"44,5"|"M"
21369|"45,5"|"L"
21370|"34"|"XS"
21370|"35"|"S"
21370|"36,5"|"M"
21370|"38"|"XS"
21372|"2XL"|"XXL"
21372|"3XL"|"XXL"
21372|"L"|"L"
21372|"M"|"M"
21372|"S"|"S"
21372|"XL"|"XL"
21377|"39"|"S"
21377|"41"|"S"
21377|"42"|"M"
21377|"43"|"M"
21377|"44"|"M"
21377|"45"|"M"
21378|"3 ( 39-42 )"|"M"
21378|"4 ( 43-46 )"|"L"
21378|"5 ( 47-49 )"|"XL"
21381|"44"|"M"
21386|"XS ( 32/34 )"|"XS"
21387|"2XL"|"XXL"
21387|"L"|"L"
21387|"M"|"M"
21387|"S"|"S"
21387|"XL"|"XL"
21391|"39"|"S"
21391|"40"|"S"
21391|"40,5"|"S"
21391|"42,5"|"M"
21391|"43"|"M"
21391|"44"|"M"
21391|"45"|"M"
21391|"45,5"|"L"
21391|"46"|"L"
21391|"47"|"XL"
21392|"37,5"|"S"
21393|"XL ( 158-170 )"|"XL"
21398|"40,5"|"S"
21398|"41"|"S"
21398|"42"|"M"
21398|"42,5"|"M"
21398|"43"|"M"
21398|"44"|"M"
21398|"44,5"|"M"
21398|"45"|"M"
21398|"45,5"|"L"
21398|"47"|"XL"
21404|"152"|"L"
21405|"2XL"|"XXL"
21405|"L"|"L"
21405|"M"|"M"
21405|"S"|"S"
21405|"XL"|"XL"
21405|"XS"|"XS"
21406|"128"|"S"
21406|"152"|"L"
21409|"M"|"M"
21415|"39 1/3"|"S"
21415|"40"|"S"
21415|"45 1/3"|"L"
21417|"42,5"|"M"
21418|"44"|"M"
21418|"45,5"|"L"
21418|"47"|"XL"
21420|"L"|"L"
21420|"M"|"M"
21421|"XS ( 32/34 )"|"XS"
21426|"L"|"L"
21426|"XL"|"XL"
21427|"45"|"M"
21431|"M"|"M"
21432|"L"|"L"
21432|"M"|"M"
21434|"140"|"M"
21434|"152"|"L"
21434|"164"|"XL"
21439|"2 ( 37-39 )"|"S"
21439|"4 ( 43-45 )"|"L"
21439|"5 ( 46-48 )"|"XL"
21444|"L ( 152-158 )"|"L"
21444|"XL ( 158-170 )"|"XL"
21444|"XS ( 116-128 )"|"XS"
21445|"40 2/3"|"S"
21445|"42"|"M"
21445|"43 1/3"|"M"
21445|"44"|"M"
21445|"44 2/3"|"M"
21445|"45 1/3"|"L"
21445|"46"|"L"
21445|"46 2/3"|"XL"
21446|"152"|"L"
21446|"164"|"XL"
21446|"176"|"XXL"
21447|"40"|"S"
21447|"41"|"S"
21447|"42"|"M"
21447|"42,5"|"M"
21447|"43"|"M"
21447|"44"|"M"
21447|"44,5"|"M"
21447|"45"|"M"
21449|"XL"|"XL"
21452|"41"|"S"
21452|"42"|"M"
21452|"42,5"|"M"
21452|"43"|"M"
21452|"44"|"M"
21452|"44,5"|"M"
21452|"45"|"M"
21452|"45,5"|"L"
21452|"46"|"L"
21453|"39"|"S"
21453|"42,5"|"M"
21453|"43"|"M"
21453|"44"|"M"
21453|"44,5"|"M"
21453|"45"|"M"
21453|"46"|"L"
21457|"3 ( 40-42 )"|"M"
21457|"4 ( 43-45 )"|"L"
21465|"2XL"|"XXL"
21465|"L"|"L"
21465|"M"|"M"
21465|"S"|"S"
21465|"XL"|"XL"
21466|"L ( 40/42 )"|"L"
21466|"M ( 38/40 )"|"M"
21474|"L"|"L"
21475|"32"|"XS"
21475|"33"|"XS"
21476|"L"|"L"
21476|"M"|"M"
21476|"S"|"S"
21476|"XL"|"XL"
21477|"2XL"|"XXL"
21477|"L"|"L"
21477|"M"|"M"
21477|"S"|"S"
21477|"XL"|"XL"
21485|"M"|"M"
21486|"L"|"L"
21486|"M"|"M"
21486|"S"|"S"
21486|"XL"|"XL"
21487|"L"|"L"
21487|"M"|"M"
21487|"XL"|"XL"
21490|"L"|"L"
21490|"M"|"M"
21490|"S"|"S"
21490|"XL"|"XL"
21492|"39"|"S"
21492|"42,5"|"M"
21492|"45,5"|"L"
21495|"S"|"S"
21496|"L"|"L"
21496|"M"|"M"
21496|"S"|"S"
21496|"XL"|"XL"
21498|"L"|"L"
21498|"M"|"M"
21500|"43/46"|"L"
21516|"L ( 152-158 )"|"L"
21517|"L"|"L"
21520|"M"|"M"
21521|"M"|"M"
21528|"42,5"|"M"
21531|"L"|"L"
21531|"M"|"M"
21536|"44"|"M"
21539|"2XL"|"XXL"
21539|"L"|"L"
21539|"M"|"M"
21539|"S"|"S"
21539|"XL"|"XL"
21541|"2XL"|"XXL"
21541|"L"|"L"
21541|"M"|"M"
21541|"S"|"S"
21541|"XL"|"XL"
21542|"L"|"L"
21542|"M"|"M"
21542|"S"|"S"
21544|"140"|"M"
21547|"L"|"L"
21547|"M"|"M"
21549|"M"|"M"
21550|"152"|"L"
21553|"2XL"|"XXL"
21553|"L"|"L"
21553|"M"|"M"
21553|"XL"|"XL"
21554|"42"|"M"
21559|"4 ( 39-42 )"|"L"
21564|"L"|"L"
21564|"M"|"M"
21564|"S"|"S"
21564|"XL"|"XL"
21567|"35"|"S"
21570|"4 ( 43-46 )"|"L"
21572|"L"|"L"
21572|"M"|"M"
21572|"S"|"S"
21572|"XL"|"XL"
21574|"YXL 157,5-167,5"|"XL"
21575|"45 1/3"|"L"
21576|"44"|"M"
21576|"45"|"M"
21578|"38"|"XS"
21579|"M ( 140-152 )"|"M"
21580|"40,5"|"S"
21580|"44"|"M"
21583|"152"|"L"
21583|"164"|"XL"
21583|"176"|"XXL"
21584|"M"|"M"
21587|"M"|"M"
21588|"2XL"|"XXL"
21588|"M"|"M"
21588|"S"|"S"
21588|"XL"|"XL"
21589|"36"|"XS"
21591|"37 1/3"|"M"
21591|"38 2/3"|"L"
21592|"L"|"L"
21592|"M"|"M"
21592|"S"|"S"
21594|"2XL"|"XXL"
21597|"M"|"M"
21598|"M ( 140-152 )"|"M"
21602|"L"|"L"
21602|"M"|"M"
21602|"S"|"S"
21605|"L"|"L"
21605|"XL"|"XL"
21610|"164"|"XL"
21610|"176"|"XXL"
21614|"M"|"M"
21614|"S"|"S"
21616|"M ( 38/40 )"|"M"
21618|"2 ( 37-39 )"|"S"
21618|"3 ( 40-42 )"|"M"
21618|"4 ( 43-45 )"|"L"
21618|"5 ( 46-48 )"|"XL"
21622|"36"|"XS"
21623|"40,5"|"S"
21623|"45"|"M"
21626|"3 ( 40-42 )"|"M"
21626|"4 ( 43-45 )"|"L"
21626|"5 ( 46-48 )"|"XL"
21627|"46"|"L"
21631|"42"|"M"
21631|"42,5"|"M"
21631|"43"|"M"
21631|"44"|"M"
21631|"44,5"|"M"
21631|"45"|"M"
21631|"45,5"|"L"
21634|"14/16 (164-176)"|"XL"
21634|"6/8 (116-128)"|"XS"
21637|"44"|"M"
21643|"42"|"M"
21643|"42,5"|"M"
21643|"43"|"M"
21643|"44,5"|"M"
21643|"45"|"M"
21645|"40"|"S"
21655|"L"|"L"
21662|"46 2/3"|"XL"
21663|"M"|"M"
21666|"L"|"L"
21666|"M"|"M"
21666|"S"|"S"
21666|"XL"|"XL"
21667|"42,5"|"M"
21669|"43 1/3"|"M"
21669|"44"|"M"
21669|"44 2/3"|"M"
21669|"45 1/3"|"L"
21672|"104"|"XS"
21672|"116-122"|"XS"
21672|"128"|"S"
21672|"140"|"M"
21672|"152"|"L"
21682|"L ( 152-158 )"|"L"
21682|"M ( 140-152 )"|"M"
21682|"S ( 128-140 )"|"S"
21682|"XL ( 158-170 )"|"XL"
21682|"XS ( 116-128 )"|"XS"
21685|"40"|"S"
21688|"43"|"M"
21688|"44,5"|"M"
21690|"S"|"S"
21692|"L"|"L"
21692|"M"|"M"
21692|"S"|"S"
21692|"XL"|"XL"
21701|"L"|"L"
21701|"M"|"M"
21701|"XL"|"XL"
21703|"41"|"S"
21707|"M"|"M"
21708|"M"|"M"
21710|"128"|"S"
21710|"152"|"L"
21711|"42 2/3"|"M"
21711|"45 1/3"|"L"
21714|"4 ( 39-42 )"|"L"
21714|"5 ( 43-46 )"|"XL"
21717|"L"|"L"
21720|"35"|"S"
21720|"37 1/3"|"M"
21724|"36,5"|"M"
21724|"37,5"|"M"
21725|"40,5"|"S"
21725|"44,5"|"M"
21726|"42"|"M"
21726|"44"|"M"
21727|"M"|"M"
21730|"L ( 40/42 )"|"L"
21730|"M ( 38/40 )"|"M"
21733|"44 2/3"|"M"
21733|"45 1/3"|"L"
21734|"2XL"|"XXL"
21734|"S"|"S"
21734|"XS"|"XS"
21735|"S"|"S"
21736|"2"|"XS"
21738|"41 1/3"|"S"
21738|"42"|"M"
21738|"42 2/3"|"M"
21738|"43 1/3"|"M"
21738|"44"|"M"
21738|"44 2/3"|"M"
21738|"45 1/3"|"L"
21738|"46"|"L"
21738|"47 1/3"|"XXL"
21738|"48"|"XXL"
21738|"48 2/3"|"XXL"
21740|"36 2/3"|"M"
21743|"2XL"|"XXL"
21743|"L"|"L"
21743|"M"|"M"
21743|"S"|"S"
21743|"XL"|"XL"
21749|"M ( 38/40 )"|"M"
21751|"M"|"M"
21753|"41,5"|"S"
21754|"L ( 152-158 )"|"L"
21756|"36,5"|"M"
21761|"2XL"|"XXL"
21761|"L"|"L"
21761|"M"|"M"
21761|"S"|"S"
21761|"XL"|"XL"
21766|"44,5"|"M"
21768|"4 ( 43-46 )"|"L"
21769|"42"|"M"
21769|"42,5"|"M"
21769|"45"|"M"
21769|"47"|"XL"
21775|"M"|"M"
21775|"XL"|"XL"
21776|"2XL"|"XXL"
21776|"L"|"L"
21776|"XL"|"XL"
21779|"40"|"S"
21779|"40 2/3"|"S"
21779|"44"|"M"
21779|"46"|"L"
21779|"46 2/3"|"XL"
21780|"38 2/3"|"M"
21782|"L"|"L"
21782|"M"|"M"
21782|"XL"|"XL"
21794|"2XL"|"XXL"
21794|"L"|"L"
21794|"M"|"M"
21794|"S"|"S"
21794|"XL"|"XL"
21795|"37 1/3"|"M"
21796|"43"|"M"
21796|"47"|"XL"
21799|"2XL"|"XXL"
21799|"L"|"L"
21799|"M"|"M"
21799|"S"|"S"
21799|"XL"|"XL"
21801|"3XL"|"XXL"
21802|"2XL"|"XXL"
21802|"3XL"|"XXL"
21802|"L"|"L"
21802|"M"|"M"
21803|"M"|"M"
21805|"38,5"|"M"
21806|"45"|"M"
21812|"M"|"M"
21814|"42,5"|"M"
21819|"44,5"|"M"
21823|"L ( 152-158 )"|"L"
21823|"S ( 128-140 )"|"S"
21823|"XL ( 158-170 )"|"XL"
21826|"44,5"|"M"
21826|"46"|"L"
21827|"38"|"XS"
21831|"152"|"L"
21831|"164"|"XL"
21837|"164"|"XL"
21843|"42,5"|"M"
21849|"40"|"S"
21849|"41"|"S"
21851|"39"|"S"
21851|"41"|"S"
21851|"43"|"M"
21851|"44"|"M"
21851|"45,5"|"L"
21851|"47"|"XL"
21858|"2XL"|"XXL"
21858|"L"|"L"
21858|"M"|"M"
21858|"S"|"S"
21858|"XL"|"XL"
21859|"152"|"L"
21860|"L"|"L"
21860|"M"|"M"
21860|"S"|"S"
21860|"XL"|"XL"
21865|"S"|"S"
21866|"S"|"S"
21874|"S"|"S"
21875|"128"|"S"
21875|"140"|"M"
21875|"152"|"L"
21875|"164"|"XL"
21876|"42,5"|"M"
21876|"43"|"M"
21876|"44"|"M"
21876|"46"|"L"
21877|"152"|"L"
21877|"164"|"XL"
21886|"42,5"|"M"
21886|"43"|"M"
21886|"44"|"M"
21886|"45"|"M"
21888|"2XL"|"XXL"
21891|"40"|"S"
21891|"40,5"|"S"
21891|"42"|"M"
21891|"42,5"|"M"
21891|"43"|"M"
21891|"44"|"M"
21891|"44,5"|"M"
21891|"45"|"M"
21891|"45,5"|"L"
21891|"46"|"L"
21891|"47"|"XL"
21891|"47,5"|"XXL"
21892|"44"|"M"
21895|"10 (36-40)"|"L"
21897|"S"|"S"
21900|"42"|"M"
21900|"42,5"|"M"
21900|"44"|"M"
21900|"46"|"L"
21901|"M ( 38/40 )"|"M"
21902|"40"|"S"
21903|"45"|"M"
21905|"45"|"M"
21905|"46"|"L"
21906|"42,5"|"M"
21906|"43"|"M"
21906|"44"|"M"
21906|"44,5"|"M"
21906|"45"|"M"
21907|"XL ( 158-170 )"|"XL"
21910|"40"|"S"
21910|"43"|"M"
21910|"44"|"M"
21910|"44,5"|"M"
21910|"45"|"M"
21910|"45,5"|"L"
21910|"46"|"L"
21912|"44,5"|"M"
21914|"XL ( 158-170 )"|"XL"
21915|"3 ( 39-42 )"|"M"
21915|"4 ( 43-46 )"|"L"
21918|"2XL"|"XXL"
21918|"M"|"M"
21918|"S"|"S"
21921|"S"|"S"
21924|"40 2/3"|"S"
21924|"42 2/3"|"M"
21925|"12 (41-45)"|"XL"
21936|"2XL"|"XXL"
21936|"S"|"S"
21945|"L"|"L"
21945|"S"|"S"
21945|"XL"|"XL"
21956|"XL"|"XL"
21963|"M ( 38/40 )"|"M"
21967|"XL ( 158-170 )"|"XL"
21969|"L"|"L"
21969|"M"|"M"
21969|"S"|"S"
21973|"164/176"|"XL"
21974|"L ( 42-46 )"|"L"
21974|"M ( 38-42 )"|"M"
21974|"S ( 34-38 )"|"S"
21974|"XL (46-50 )"|"XL"
21975|"S"|"S"
21975|"XL"|"XL"
21976|"42,5"|"M"
21980|"2XL"|"XXL"
21980|"L"|"L"
21980|"M"|"M"
21980|"S"|"S"
21980|"XL"|"XL"
21986|"35,5"|"S"
21986|"38,5"|"L"
21988|"M"|"M"
21990|"XL"|"XL"
21995|"128"|"S"
21995|"140"|"M"
21995|"152"|"L"
21995|"164"|"XL"
21996|"L ( 152-158 )"|"L"
21996|"M ( 140-152 )"|"M"
21996|"XL ( 158-170 )"|"XL"
21996|"XS ( 116-128 )"|"XS"
21999|"L"|"L"
21999|"M"|"M"
21999|"S"|"S"
22000|"L ( 42-46 )"|"L"
22000|"XS ( 30-34 )"|"XS"
22004|"M"|"M"
22008|"M"|"M"
22012|"L ( 42-46 )"|"L"
22012|"S ( 34-38 )"|"S"
22019|"39"|"S"
22019|"42"|"M"
22021|"2XL"|"XXL"
22021|"L"|"L"
22021|"M"|"M"
22021|"XL"|"XL"
22022|"43"|"M"
22022|"44,5"|"M"
22022|"45"|"M"
22022|"45,5"|"L"
22022|"46"|"L"
22024|"38,5"|"M"
22026|"128"|"S"
22030|"152"|"L"
22030|"164"|"XL"
22033|"L"|"L"
22037|"5 ( 43-46 )"|"XL"
22051|"2XL"|"XXL"
22051|"L"|"L"
22051|"M"|"M"
22051|"XL"|"XL"
22052|"40,5"|"S"
22053|"2XL"|"XXL"
22053|"L"|"L"
22053|"S"|"S"
22053|"XL"|"XL"
22054|"40"|"S"
22054|"41"|"S"
22054|"42,5"|"M"
22054|"43"|"M"
22054|"44"|"M"
22054|"44,5"|"M"
22054|"45"|"M"
22054|"45,5"|"L"
22059|"3 ( 40-42 )"|"M"
22059|"4 ( 43-45 )"|"L"
22063|"116"|"XS"
22063|"128"|"S"
22063|"140"|"M"
22063|"152"|"L"
22063|"164"|"XL"
22067|"40,5"|"S"
22067|"42,5"|"M"
22067|"43"|"M"
22067|"44"|"M"
22067|"44,5"|"M"
22067|"45,5"|"L"
22067|"46"|"L"
22067|"47"|"XL"
22067|"47,5"|"XXL"
22069|"L"|"L"
22069|"M"|"M"
22069|"XL"|"XL"
22070|"152"|"L"
22070|"164"|"XL"
22071|"L ( 152-158 )"|"L"
22071|"M ( 140-152 )"|"M"
22073|"L"|"L"
22073|"M"|"M"
22073|"S"|"S"
22074|"L"|"L"
22074|"M"|"M"
22074|"S"|"S"
22076|"M ( 140-152 )"|"M"
22079|"38,5"|"L"
22080|"2XL"|"XXL"
22080|"L"|"L"
22080|"M"|"M"
22080|"S"|"S"
22080|"XL"|"XL"
22081|"L"|"L"
22081|"M"|"M"
22082|"M"|"M"
22084|"M"|"M"
22085|"L"|"L"
22085|"M"|"M"
22085|"S"|"S"
22085|"XL"|"XL"
22096|"36"|"XS"
22096|"36,5"|"M"
22096|"37,5"|"M"
22096|"38,5"|"L"
22100|"35 - 38"|"M"
22100|"39 - 42"|"M"
22100|"43 - 46"|"XL"
22102|"L"|"L"
22102|"M"|"M"
22102|"XL"|"XL"
22103|"40,5"|"L"
22103|"41"|"L"
22108|"3 ( 39-42 )"|"M"
22108|"4 ( 43-46 )"|"L"
22112|"L"|"L"
22114|"38,5"|"M"
22114|"40"|"S"
22122|"45,5"|"L"
22124|"42"|"M"
22127|"37 1/3"|"M"
22128|"2 ( 37-39 )"|"S"
22128|"3 ( 40-42 )"|"M"
22128|"4 ( 43-45 )"|"L"
22128|"5 ( 46-48 )"|"XL"
22129|"M ( 38/40 )"|"M"
22130|"M ( 38-42 )"|"M"
22132|"XL"|"XL"
22136|"38,5"|"XS"
22136|"40"|"S"
22138|"M"|"M"
22139|"40"|"S"
22139|"40,5"|"S"
22139|"41"|"S"
22139|"42"|"M"
22139|"42,5"|"M"
22139|"43"|"M"
22139|"44"|"M"
22139|"44,5"|"M"
22139|"45,5"|"L"
22139|"46"|"L"
22139|"47"|"XL"
22139|"47,5"|"XXL"
22142|"L ( 152-158 )"|"L"
22142|"M ( 140-152 )"|"M"
22142|"XL ( 158-170 )"|"XL"
22143|"42,5"|"M"
22144|"L ( 42-46 )"|"L"
22144|"M ( 38-42 )"|"M"
22144|"S ( 34-38 )"|"S"
22144|"XL (46-50 )"|"XL"
22148|"S"|"S"
22149|"44,5"|"M"
22150|"XL ( 158-170 )"|"XL"
22151|"116"|"XS"
22151|"140"|"M"
22151|"152"|"L"
22151|"164"|"XL"
22153|"5 ( 43-46 )"|"XL"
22158|"2XL"|"XXL"
22158|"L"|"L"
22158|"M"|"M"
22158|"S"|"S"
22158|"XL"|"XL"
22159|"38"|"XS"
22159|"39 1/3"|"M"
22161|"14/16 (164-176)"|"XL"
22167|"L"|"L"
22167|"M"|"M"
22167|"S"|"S"
22168|"40"|"S"
22168|"40,5"|"S"
22168|"44,5"|"M"
22168|"45"|"M"
22168|"47"|"XL"
22169|"39 1/3"|"S"
22169|"40 2/3"|"S"
22169|"41 1/3"|"S"
22169|"42"|"M"
22169|"42 2/3"|"M"
22169|"43 1/3"|"M"
22169|"44"|"M"
22169|"44 2/3"|"M"
22169|"45 1/3"|"L"
22169|"46"|"L"
22169|"46 2/3"|"XL"
22169|"47 1/3"|"XXL"
22169|"48"|"XXL"
22169|"48 2/3"|"XXL"
22170|"40"|"S"
22170|"40 2/3"|"S"
22170|"41 1/3"|"S"
22170|"42"|"M"
22170|"42 2/3"|"M"
22170|"43 1/3"|"M"
22170|"44"|"M"
22170|"44 2/3"|"M"
22170|"45 1/3"|"L"
22172|"L"|"L"
22174|"41"|"S"
22174|"42"|"M"
22175|"M ( 140-152 )"|"M"
22177|"L"|"L"
22180|"L"|"L"
22186|"L"|"L"
22186|"M"|"M"
22188|"45 1/3"|"L"
22188|"46"|"L"
22189|"S ( 128-140 )"|"S"
22190|"35 - 38"|"M"
22190|"39 - 42"|"M"
22190|"43 - 46"|"XL"
22195|"2XL"|"XXL"
22195|"S"|"S"
22197|"M"|"M"
22197|"XL"|"XL"
22199|"37"|"S"
22199|"37,5"|"S"
22200|"40"|"S"
22200|"42"|"M"
22200|"42,5"|"M"
22200|"43"|"M"
22200|"44"|"M"
22200|"45"|"M"
22200|"46"|"L"
22203|"45"|"M"
22204|"4 ( 39-42 )"|"L"
22206|"L"|"L"
22206|"M"|"M"
22206|"S"|"S"
22207|"M"|"M"
22211|"41,5"|"S"
22214|"37 1/3"|"M"
22214|"38"|"XS"
22218|"32"|"XS"
22221|"10/12 (140-152)"|"M"
22223|"L"|"L"
22223|"M"|"M"
22228|"43"|"M"
22228|"44,5"|"M"
22230|"L ( 152-158 )"|"L"
22230|"M ( 140-152 )"|"M"
22230|"S ( 128-140 )"|"S"
22230|"XL ( 158-170 )"|"XL"
22233|"L"|"L"
22233|"M"|"M"
22233|"S"|"S"
22233|"XL"|"XL"
22236|"39 1/3"|"S"
22236|"40"|"S"
22236|"40 2/3"|"S"
22236|"41 1/3"|"S"
22236|"42"|"M"
22236|"42 2/3"|"M"
22236|"43 1/3"|"M"
22236|"44"|"M"
22236|"44 2/3"|"M"
22236|"45 1/3"|"L"
22236|"46"|"L"
22236|"46 2/3"|"XL"
22236|"47 1/3"|"XXL"
22236|"48"|"XXL"
22240|"L"|"L"
22240|"M"|"M"
22240|"XL"|"XL"
22244|"L"|"L"
22244|"M"|"M"
22244|"S"|"S"
22244|"XL"|"XL"
22245|"XL ( 44/46 )"|"XL"
22246|"4 ( 44-46 )"|"L"
22248|"L"|"L"
22248|"XL"|"XL"
22249|"39"|"S"
22249|"40"|"S"
22249|"42,5"|"M"
22249|"43"|"M"
22249|"44"|"M"
22249|"44,5"|"M"
22250|"40,5"|"L"
22256|"35"|"S"
22261|"39 1/3"|"S"
22261|"41 1/3"|"S"
22261|"43 1/3"|"M"
22261|"44"|"M"
22262|"41"|"S"
22263|"L"|"L"
22263|"M"|"M"
22263|"S"|"S"
22264|"38"|"XS"
22264|"38,5"|"M"
22268|"42"|"M"
22268|"42 2/3"|"M"
22268|"44"|"M"
22270|"XS ( 32/34 )"|"XS"
22273|"M"|"M"
22274|"S"|"S"
22276|"M ( 38/40 )"|"M"
22280|"42,5"|"M"
22280|"43"|"M"
22280|"45,5"|"L"
22281|"XL ( 44/46 )"|"XL"
22286|"L ( 152-158 )"|"L"
22288|"39"|"S"
22288|"44,5"|"M"
22288|"45"|"M"
22291|"164"|"XL"
22293|"XL ( 158-170 )"|"XL"
22293|"XS ( 116-128 )"|"XS"
22294|"4 ( 43-45 )"|"L"
22298|"34"|"XS"
22298|"38 2/3"|"L"
22307|"L ( 152-158 )"|"L"
22307|"M ( 140-152 )"|"M"
22307|"S ( 128-140 )"|"S"
22307|"XS ( 116-128 )"|"XS"
22308|"L ( 42-46 )"|"L"
22308|"M ( 38-42 )"|"M"
22308|"S ( 34-38 )"|"S"
22308|"XL (46-50 )"|"XL"
22312|"1 ( Junior)"|"M"
22314|"44,5"|"M"
22316|"M"|"M"
22316|"S"|"S"
22317|"00 ( 27-30 )"|"XS"
22317|"1 ( 34-36 )"|"XS"
22317|"2 ( 37-39 )"|"S"
22317|"3 ( 40-42 )"|"M"
22317|"4 ( 43-45 )"|"L"
22317|"5 ( 46-48 )"|"XL"
22324|"41"|"S"
22325|"L"|"L"
22325|"M"|"M"
22325|"S"|"S"
22327|"L"|"L"
22327|"M"|"M"
22327|"S"|"S"
22327|"XL"|"XL"
22330|"4 ( 39-42 )"|"L"
22335|"M"|"M"
22338|"2XL"|"XXL"
22338|"M"|"M"
22338|"S"|"S"
22340|"L ( 152-158 )"|"L"
22340|"M ( 140-152 )"|"M"
22340|"S ( 128-140 )"|"S"
22340|"XL ( 158-170 )"|"XL"
22341|"L"|"L"
22341|"M"|"M"
22341|"S"|"S"
22341|"XL"|"XL"
22342|"M"|"M"
22343|"3XL"|"XXL"
22343|"M"|"M"
22343|"XL"|"XL"
22346|"32"|"XS"
22349|"42"|"M"
22349|"42 2/3"|"M"
22349|"43 1/3"|"M"
22349|"44"|"M"
22349|"45 1/3"|"L"
22349|"46"|"L"
22352|"M"|"M"
22352|"S"|"S"
22354|"39 1/3"|"S"
22354|"40"|"S"
22354|"40 2/3"|"S"
22354|"41 1/3"|"S"
22354|"42"|"M"
22354|"42 2/3"|"M"
22354|"43 1/3"|"M"
22354|"44"|"M"
22354|"44 2/3"|"M"
22354|"45 1/3"|"L"
22354|"46"|"L"
22354|"46 2/3"|"XL"
22355|"36,5"|"M"
22355|"37,5"|"M"
22355|"38"|"XS"
22355|"38,5"|"L"
22356|"M"|"M"
22359|"45"|"M"
22362|"2XL"|"XXL"
22362|"L"|"L"
22362|"M"|"M"
22362|"S"|"S"
22362|"XL"|"XL"
22366|"L"|"L"
22366|"M"|"M"
22366|"S"|"S"
22367|"L"|"L"
22367|"M"|"M"
22367|"S"|"S"
22367|"XL"|"XL"
22369|"M"|"M"
22376|"XL ( 158-170 )"|"XL"
22377|"44"|"M"
22378|"40,5"|"L"
22379|"3 ( 40-42 )"|"M"
22379|"4 ( 43-45 )"|"L"
22379|"5 ( 46-48 )"|"XL"
22400|"M"|"M"
22403|"14 (164)"|"XL"
22403|"16 (176)"|"XXL"
22406|"L"|"L"
22406|"XL"|"XL"
